2025-07-02 14:49:44.534189	https://www.encodeproject.org/report/?type=File&searchTerm=encode-re2g+thresholded&output_type=thresholded+element+gene+links&status%21=archived&limit=all
ID	Title	Accession	Dataset	Genome assembly	Technical replicates	Biological replicates	File Format	File type	File format type	File size	Assay term name	Biosample name	Organ	Simple biosample summary	Batch	Target label	Download URL	Derived from	Genome annotation	Library	Paired end identifier	Paired with	Preferred Default	Run type	Read length	Mapped read length (nt)	Cropped read length (nt)	Cropped read length tolerance (nt)	Mapped run type for bam files	Read length units	Output category	Output type	Index of	QC Metric	Lab	Project	Analysis step run	Date created	Analysis step version	Restricted file	Submitter comment	Status	Annotation type	Annotation subtype	Biochemical activity	Encyclopedia version
/files/ENCFF674XRT/	ENCFF674XRT	ENCFF674XRT	/annotations/ENCSR079ZFC/	GRCh38			bed	bed bed3+	bed3+	3658045	DNase-seq	CD4-positive, alpha-beta T cell	blood,bodily fluid				/files/ENCFF674XRT/@@download/ENCFF674XRT.bed.gz	/files/ENCFF131JCW/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:32:32.610768+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF289QJE/	ENCFF289QJE	ENCFF289QJE	/annotations/ENCSR287ILL/	GRCh38			bed	bed bed3+	bed3+	3654906	DNase-seq	SJCRH30	connective tissue,musculature of body				/files/ENCFF289QJE/@@download/ENCFF289QJE.bed.gz	/files/ENCFF068JEU/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:07:06.694895+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF734HLS/	ENCFF734HLS	ENCFF734HLS	/annotations/ENCSR740EKN/	GRCh38			bed	bed bed3+	bed3+	3655600	DNase-seq	CD4-positive, alpha-beta T cell	blood,bodily fluid				/files/ENCFF734HLS/@@download/ENCFF734HLS.bed.gz	/files/ENCFF601ZXG/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:31:22.969176+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF129YGL/	ENCFF129YGL	ENCFF129YGL	/annotations/ENCSR596UBK/	GRCh38			bed	bed bed3+	bed3+	3101546	DNase-seq	Ishikawa	uterus				/files/ENCFF129YGL/@@download/ENCFF129YGL.bed.gz	/files/ENCFF793KKZ/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:06:33.699464+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF700CUG/	ENCFF700CUG	ENCFF700CUG	/annotations/ENCSR230BZV/	GRCh38			bed	bed bed3+	bed3+	3684463	DNase-seq	CD4-positive, alpha-beta T cell	blood,bodily fluid				/files/ENCFF700CUG/@@download/ENCFF700CUG.bed.gz	/files/ENCFF120FMG/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:31:46.384229+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF912QDC/	ENCFF912QDC	ENCFF912QDC	/annotations/ENCSR051YXR/	GRCh38			bed	bed bed3+	bed3+	3113084	DNase-seq	left lung	lung				/files/ENCFF912QDC/@@download/ENCFF912QDC.bed.gz	/files/ENCFF063CHT/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:48:01.621476+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF890MEM/	ENCFF890MEM	ENCFF890MEM	/annotations/ENCSR166UAA/	GRCh38			bed	bed bed3+	bed3+	3060904	DNase-seq	SK-MEL-5	epithelium,skin of body				/files/ENCFF890MEM/@@download/ENCFF890MEM.bed.gz	/files/ENCFF495LCQ/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:06:47.552195+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF637XYL/	ENCFF637XYL	ENCFF637XYL	/annotations/ENCSR672IBP/	GRCh38			bed	bed bed3+	bed3+	3146165	DNase-seq	Ishikawa	uterus				/files/ENCFF637XYL/@@download/ENCFF637XYL.bed.gz	/files/ENCFF755RQU/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:06:24.416805+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF027JYX/	ENCFF027JYX	ENCFF027JYX	/annotations/ENCSR514CUR/	GRCh38			bed	bed bed3+	bed3+	3041328	DNase-seq	Ishikawa	uterus				/files/ENCFF027JYX/@@download/ENCFF027JYX.bed.gz	/files/ENCFF883EWI/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:06:29.055734+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF510GVW/	ENCFF510GVW	ENCFF510GVW	/annotations/ENCSR066FGT/	GRCh38			bed	bed bed3+	bed3+	3549069	DNase-seq	Karpas-422	blood,lymph node,bodily fluid				/files/ENCFF510GVW/@@download/ENCFF510GVW.bed.gz	/files/ENCFF661WDN/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:06:43.033822+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF025PNW/	ENCFF025PNW	ENCFF025PNW	/annotations/ENCSR918QUD/	GRCh38			bed	bed bed3+	bed3+	3543734	DNase-seq	hematopoietic multipotent progenitor cell	blood,bodily fluid				/files/ENCFF025PNW/@@download/ENCFF025PNW.bed.gz	/files/ENCFF608LUE/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:37:41.401540+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF299QZJ/	ENCFF299QZJ	ENCFF299QZJ	/annotations/ENCSR419ETH/	GRCh38			bed	bed bed3+	bed3+	3520824	DNase-seq	head of caudate nucleus	brain				/files/ENCFF299QZJ/@@download/ENCFF299QZJ.bed.gz	/files/ENCFF108SML/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:54:09.107156+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF865FME/	ENCFF865FME	ENCFF865FME	/annotations/ENCSR612QRK/	GRCh38			bed	bed bed3+	bed3+	3541242	DNase-seq	hepatic stellate cell	endocrine gland,connective tissue,liver,exocrine gland				/files/ENCFF865FME/@@download/ENCFF865FME.bed.gz	/files/ENCFF894IJA/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:35:16.063075+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF243WHJ/	ENCFF243WHJ	ENCFF243WHJ	/annotations/ENCSR826XVD/	GRCh38			bed	bed bed3+	bed3+	3330780	DNase-seq	adrenal gland	adrenal gland,endocrine gland				/files/ENCFF243WHJ/@@download/ENCFF243WHJ.bed.gz	/files/ENCFF340LCH/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:51:19.860141+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF694VIN/	ENCFF694VIN	ENCFF694VIN	/annotations/ENCSR909XUK/	GRCh38			bed	bed bed3+	bed3+	3472875	DNase-seq	ecto neural progenitor cell					/files/ENCFF694VIN/@@download/ENCFF694VIN.bed.gz	/files/ENCFF892TUK/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:10:06.849952+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF475ULW/	ENCFF475ULW	ENCFF475ULW	/annotations/ENCSR389YOA/	GRCh38			bed	bed bed3+	bed3+	3677156	DNase-seq	CD4-positive, CD25-positive, alpha-beta regulatory T cell	blood,bodily fluid				/files/ENCFF475ULW/@@download/ENCFF475ULW.bed.gz	/files/ENCFF464PNR/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:36:49.955417+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF279PBB/	ENCFF279PBB	ENCFF279PBB	/annotations/ENCSR448JEQ/	GRCh38			bed	bed bed3+	bed3+	3144658	DNase-seq	muscle of back	musculature of body				/files/ENCFF279PBB/@@download/ENCFF279PBB.bed.gz	/files/ENCFF230WOI/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:50:04.383040+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF563OEC/	ENCFF563OEC	ENCFF563OEC	/annotations/ENCSR870YCA/	GRCh38			bed	bed bed3+	bed3+	3728591	DNase-seq	CD8-positive, alpha-beta T cell	blood,bodily fluid				/files/ENCFF563OEC/@@download/ENCFF563OEC.bed.gz	/files/ENCFF735KWQ/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:34:19.661255+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF474DXJ/	ENCFF474DXJ	ENCFF474DXJ	/annotations/ENCSR532ITD/	GRCh38			bed	bed bed3+	bed3+	3061871	DNase-seq	immature natural killer cell	bone marrow,thymus,bone element,spleen,lymph node				/files/ENCFF474DXJ/@@download/ENCFF474DXJ.bed.gz	/files/ENCFF014PAH/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:37:03.750308+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF223AWC/	ENCFF223AWC	ENCFF223AWC	/annotations/ENCSR498RUW/	GRCh38			bed	bed bed3+	bed3+	3671935	DNase-seq	head of caudate nucleus	brain				/files/ENCFF223AWC/@@download/ENCFF223AWC.bed.gz	/files/ENCFF622GRD/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:53:54.826536+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF455EDB/	ENCFF455EDB	ENCFF455EDB	/annotations/ENCSR819RAS/	GRCh38			bed	bed bed3+	bed3+	3130100	DNase-seq	H9	embryo				/files/ENCFF455EDB/@@download/ENCFF455EDB.bed.gz	/files/ENCFF498TSQ/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:03:55.859263+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF228DTI/	ENCFF228DTI	ENCFF228DTI	/annotations/ENCSR087OMI/	GRCh38			bed	bed bed3+	bed3+	3076185	DNase-seq	H9	embryo				/files/ENCFF228DTI/@@download/ENCFF228DTI.bed.gz	/files/ENCFF476AGT/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:04:00.769120+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF792IYD/	ENCFF792IYD	ENCFF792IYD	/annotations/ENCSR439PQS/	GRCh38			bed	bed bed3+	bed3+	3089049	DNase-seq	kidney	kidney				/files/ENCFF792IYD/@@download/ENCFF792IYD.bed.gz	/files/ENCFF934EQA/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:45:53.836785+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF104LAG/	ENCFF104LAG	ENCFF104LAG	/annotations/ENCSR514FZW/	GRCh38			bed	bed bed3+	bed3+	3520118	DNase-seq	CD4-positive, alpha-beta T cell	blood,bodily fluid				/files/ENCFF104LAG/@@download/ENCFF104LAG.bed.gz	/files/ENCFF767PUY/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:29:44.644567+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF396JDA/	ENCFF396JDA	ENCFF396JDA	/annotations/ENCSR418ZMF/	GRCh38			bed	bed bed3+	bed3+	3772303	DNase-seq	CD4-positive, alpha-beta T cell	blood,bodily fluid				/files/ENCFF396JDA/@@download/ENCFF396JDA.bed.gz	/files/ENCFF980XBT/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:29:49.320903+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF622YVD/	ENCFF622YVD	ENCFF622YVD	/annotations/ENCSR496BEW/	GRCh38			bed	bed bed3+	bed3+	3249707	DNase-seq	CD4-positive, alpha-beta T cell	blood,bodily fluid				/files/ENCFF622YVD/@@download/ENCFF622YVD.bed.gz	/files/ENCFF333UFB/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:29:58.908211+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF763AIY/	ENCFF763AIY	ENCFF763AIY	/annotations/ENCSR718WQC/	GRCh38			bed	bed bed3+	bed3+	3483006	DNase-seq	GM13977	blood,bodily fluid				/files/ENCFF763AIY/@@download/ENCFF763AIY.bed.gz	/files/ENCFF275DEZ/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:05:06.218348+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF819RJP/	ENCFF819RJP	ENCFF819RJP	/annotations/ENCSR861RPY/	GRCh38			bed	bed bed3+	bed3+	3123949	DNase-seq	NCI-H460	lung,epithelium				/files/ENCFF819RJP/@@download/ENCFF819RJP.bed.gz	/files/ENCFF722HAG/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:03:42.004178+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF242ZXZ/	ENCFF242ZXZ	ENCFF242ZXZ	/annotations/ENCSR576MTU/	GRCh38			bed	bed bed3+	bed3+	3633399	DNase-seq	spleen	immune organ,spleen				/files/ENCFF242ZXZ/@@download/ENCFF242ZXZ.bed.gz	/files/ENCFF941JQQ/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:43:44.147494+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF726DIZ/	ENCFF726DIZ	ENCFF726DIZ	/annotations/ENCSR139NVM/	GRCh38			bed	bed bed3+	bed3+	3901309	DNase-seq	T-helper 1 cell	blood,bodily fluid				/files/ENCFF726DIZ/@@download/ENCFF726DIZ.bed.gz	/files/ENCFF276ZPJ/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:28:04.852941+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF814LRL/	ENCFF814LRL	ENCFF814LRL	/annotations/ENCSR121YCJ/	GRCh38			bed	bed bed3+	bed3+	2896328	DNase-seq	SK-N-MC	epithelium,brain				/files/ENCFF814LRL/@@download/ENCFF814LRL.bed.gz	/files/ENCFF428CRV/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:03:18.919078+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF427NFB/	ENCFF427NFB	ENCFF427NFB	/annotations/ENCSR674DKQ/	GRCh38			bed	bed bed3+	bed3+	3512121	DNase-seq	spleen	immune organ,spleen				/files/ENCFF427NFB/@@download/ENCFF427NFB.bed.gz	/files/ENCFF514HAO/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:43:58.052556+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF744AXM/	ENCFF744AXM	ENCFF744AXM	/annotations/ENCSR666WNV/	GRCh38			bed	bed bed3+	bed3+	3576168	DNase-seq	T-helper 1 cell	blood,bodily fluid				/files/ENCFF744AXM/@@download/ENCFF744AXM.bed.gz	/files/ENCFF860ZRG/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:28:19.051027+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF439KCM/	ENCFF439KCM	ENCFF439KCM	/annotations/ENCSR478MYN/	GRCh38			bed	bed bed3+	bed3+	4055826	DNase-seq	T-helper 1 cell	blood,bodily fluid				/files/ENCFF439KCM/@@download/ENCFF439KCM.bed.gz	/files/ENCFF285QJB/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:28:23.714322+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF423AUG/	ENCFF423AUG	ENCFF423AUG	/annotations/ENCSR449PQD/	GRCh38			bed	bed bed3+	bed3+	3040445	DNase-seq	kidney	kidney				/files/ENCFF423AUG/@@download/ENCFF423AUG.bed.gz	/files/ENCFF709YAI/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:45:49.183761+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF956XKY/	ENCFF956XKY	ENCFF956XKY	/annotations/ENCSR063ILZ/	GRCh38			bed	bed bed3+	bed3+	3343740	DNase-seq	small intestine	small intestine,intestine				/files/ENCFF956XKY/@@download/ENCFF956XKY.bed.gz	/files/ENCFF199WPS/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:45:18.654587+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF758XBW/	ENCFF758XBW	ENCFF758XBW	/annotations/ENCSR918WEC/	GRCh38			bed	bed bed3+	bed3+	3482271	DNase-seq	GM12865	blood,bodily fluid				/files/ENCFF758XBW/@@download/ENCFF758XBW.bed.gz	/files/ENCFF528EEZ/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:04:56.810626+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF845VQJ/	ENCFF845VQJ	ENCFF845VQJ	/annotations/ENCSR473VSX/	GRCh38			bed	bed bed3+	bed3+	3649138	DNase-seq	CD4-positive, alpha-beta T cell	blood,bodily fluid				/files/ENCFF845VQJ/@@download/ENCFF845VQJ.bed.gz	/files/ENCFF487PYK/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:30:03.568465+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF115DHW/	ENCFF115DHW	ENCFF115DHW	/annotations/ENCSR752ANI/	GRCh38			bed	bed bed3+	bed3+	3716135	DNase-seq	posterior cingulate gyrus	brain				/files/ENCFF115DHW/@@download/ENCFF115DHW.bed.gz	/files/ENCFF914IHM/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T20:01:04.154784+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF752SQW/	ENCFF752SQW	ENCFF752SQW	/annotations/ENCSR469LLJ/	GRCh38			bed	bed bed3+	bed3+	3599912	DNase-seq	stimulated activated CD4-positive, alpha-beta T cell	blood,bodily fluid				/files/ENCFF752SQW/@@download/ENCFF752SQW.bed.gz	/files/ENCFF186QHP/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:18:30.296372+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF077QLX/	ENCFF077QLX	ENCFF077QLX	/annotations/ENCSR478FRK/	GRCh38			bed	bed bed3+	bed3+	3615065	DNase-seq	stimulated activated CD4-positive, alpha-beta T cell	blood,bodily fluid				/files/ENCFF077QLX/@@download/ENCFF077QLX.bed.gz	/files/ENCFF496ZMQ/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:18:35.406267+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF118JAF/	ENCFF118JAF	ENCFF118JAF	/annotations/ENCSR473XTF/	GRCh38			bed	bed bed3+	bed3+	3749840	DNase-seq	effector memory CD4-positive, alpha-beta T cell	blood,bodily fluid				/files/ENCFF118JAF/@@download/ENCFF118JAF.bed.gz	/files/ENCFF811JKW/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:45:11.322122+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF874DII/	ENCFF874DII	ENCFF874DII	/annotations/ENCSR428XIB/	GRCh38			bed	bed bed3+	bed3+	3884491	DNase-seq	posterior cingulate gyrus	brain				/files/ENCFF874DII/@@download/ENCFF874DII.bed.gz	/files/ENCFF966NEJ/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T20:01:32.470199+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF453VLN/	ENCFF453VLN	ENCFF453VLN	/annotations/ENCSR881JLS/	GRCh38			bed	bed bed3+	bed3+	3898747	DNase-seq	naive thymus-derived CD8-positive, alpha-beta T cell	blood,bodily fluid				/files/ENCFF453VLN/@@download/ENCFF453VLN.bed.gz	/files/ENCFF167PBO/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:43:51.450608+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF237PYA/	ENCFF237PYA	ENCFF237PYA	/annotations/ENCSR731QZB/	GRCh38			bed	bed bed3+	bed3+	3649796	DNase-seq	posterior cingulate gyrus	brain				/files/ENCFF237PYA/@@download/ENCFF237PYA.bed.gz	/files/ENCFF341YIV/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T20:00:54.815846+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
